gene,gene_ens,log2FC,pvalue,padj,mean_group,mean_ref,pct_group,pct_ref
SFTPB,ENSG00000168878,-0.3238,0.0,0.0,2.3548,2.9474,0.993,0.998
SFTPC,ENSG00000168484,-0.3999,0.0,0.0,2.3106,3.0487,0.947,0.972
MALAT1,ENSG00000251562,-0.4419,0.0,0.0,2.21,3.0021,0.944,0.994
SLPI,ENSG00000124107,-0.2966,3.0074048331136645e-295,3.2675453511779964e-292,2.1134,2.5957,0.942,0.928
MT-CO1,ENSG00000198804,-0.2493,1.345962220016033e-257,1.169910361637936e-254,2.2363,2.6581,0.95,0.945
SFTPA1,ENSG00000122852,-0.3048,6.813705799322805e-253,4.935394233976152e-250,2.1798,2.6926,0.929,0.941
RPL10,ENSG00000147403,-0.1756,4.938926841749846e-251,3.0663680077492614e-248,2.2617,2.5544,0.993,0.929
RPLP1,ENSG00000137818,-0.178,2.8578434377390757e-248,1.5525234475517529e-245,2.3088,2.6121,0.997,0.931
RPS12,ENSG00000112306,-0.1858,5.3343933373833035e-248,2.575919271585315e-245,2.2709,2.5831,0.987,0.929
SFTPA2,ENSG00000185303,-0.3057,2.3270344546354444e-247,1.0113291739845642e-244,2.143,2.6488,0.924,0.938
RPL11,ENSG00000142676,-0.1657,3.0331921055922405e-247,1.1983866264458072e-244,2.2043,2.4726,0.984,0.928
EEF1A1,ENSG00000156508,-0.1729,4.1304255429956105e-247,1.495902450821577e-244,2.3203,2.6157,0.999,0.932
RPS3,ENSG00000149273,-0.1753,3.117793167645166e-241,1.0423022389681455e-238,2.143,2.4199,0.972,0.923
MT-CO2,ENSG00000198712,-0.2225,7.587585097081062e-239,2.3554032022795927e-236,2.2312,2.6033,0.954,0.942
FTL,ENSG00000087086,-0.1846,1.2899867767637524e-237,3.737521687876845e-235,2.307,2.6219,0.993,0.93
FTH1,ENSG00000167996,-0.1433,7.460113586054465e-233,2.0263533528120438e-230,2.2402,2.4742,0.995,0.928
RPS14,ENSG00000164587,-0.1598,5.1663065936867045e-232,1.320751085656613e-229,2.1993,2.457,0.984,0.924
RPL13,ENSG00000167526,-0.1518,2.4689871643869763e-229,5.961232342458777e-227,2.2436,2.4926,0.994,0.927
RPS4X,ENSG00000198034,-0.178,4.6967579220645106e-229,1.0743215752259139e-226,2.1344,2.4148,0.965,0.922
RPL19,ENSG00000108298,-0.1444,5.4282279123387506e-229,1.1795539253512106e-226,2.1974,2.4288,0.985,0.924
RPS28,ENSG00000233927,-0.1627,5.761242264617565e-227,1.192302803906092e-224,2.2223,2.4877,0.979,0.926
RPS27,ENSG00000177954,-0.1827,1.2665728798057893e-225,2.5020571525618e-223,2.2021,2.4993,0.981,0.925
RPL32,ENSG00000144713,-0.162,1.882438725836627e-225,3.5569907402112956e-223,2.1891,2.4493,0.978,0.924
TPT1,ENSG00000133112,-0.1511,2.5188932395098063e-224,4.561295841212341e-222,2.2692,2.5197,0.994,0.928
RPS2,ENSG00000140988,-0.1581,1.7874787084533747e-218,3.1073529867753465e-216,2.1293,2.376,0.976,0.917
RPS6,ENSG00000137154,-0.1634,4.377116906259533e-216,7.31651925946305e-214,2.1355,2.3916,0.972,0.919
RPL34,ENSG00000109475,-0.1663,1.0519768841938728e-215,1.6932931624839154e-213,2.1794,2.4456,0.975,0.924
RPL28,ENSG00000108107,-0.1372,2.7524169587246825e-215,4.2721443223633825e-213,2.236,2.4592,0.989,0.925
RPL18A,ENSG00000105640,-0.1571,4.1980231285547555e-213,6.291244316103093e-211,2.14,2.3862,0.971,0.92
RPL8,ENSG00000161016,-0.1323,5.449794699405446e-213,7.894935921205356e-211,2.1909,2.4013,0.985,0.924
RPS23,ENSG00000186468,-0.1453,5.524491490252303e-212,7.744980650527906e-210,2.1581,2.3867,0.973,0.921
RPS15A,ENSG00000134419,-0.1702,4.594276789530861e-211,6.239602164781599e-209,2.1355,2.4029,0.964,0.918
RPS8,ENSG00000142937,-0.1442,1.1978309785685381e-210,1.5775071008663233e-208,2.2121,2.4447,0.984,0.926
S100A6,ENSG00000197956,-0.1312,6.215567881808051e-209,7.944958239511115e-207,2.3055,2.525,0.998,0.93
MGST1,ENSG00000008394,-0.23,1.9241453987624723e-208,2.3892388294347726e-206,1.9166,2.2479,0.919,0.933
RPS13,ENSG00000110700,-0.1454,5.049682539874843e-207,6.096088977304463e-205,2.1583,2.3873,0.973,0.921
MT-CO3,ENSG00000198938,-0.2061,5.460061547961856e-207,6.413358780389791e-205,2.2049,2.5436,0.951,0.941
RPL12,ENSG00000197958,-0.1348,1.682679557004546e-206,1.924454040721515e-204,2.2238,2.4416,0.988,0.925
RPL18,ENSG00000063177,-0.1368,7.140543382606009e-205,7.957128600206593e-203,2.151,2.365,0.976,0.921
RPL14,ENSG00000188846,-0.1555,1.2489644121497782e-204,1.3569998338007342e-202,2.0976,2.3363,0.965,0.92
RPS27A,ENSG00000143947,-0.1484,6.50503146441167e-204,6.776221679945726e-202,2.1369,2.3683,0.971,0.921
RPS24,ENSG00000138326,-0.1242,6.548580546657168e-204,6.776221679945726e-202,2.2068,2.4051,0.984,0.925
RPS3A,ENSG00000145425,-0.1472,1.8645666156938436e-201,1.8845131422803359e-199,2.137,2.3666,0.972,0.922
RPL30,ENSG00000156482,-0.1427,3.7833584166170644e-200,3.736926290594946e-198,2.1438,2.3666,0.97,0.922
NEAT1,ENSG00000245532,-0.2681,5.4422760620986314e-198,5.256029281306812e-196,2.0772,2.5014,0.929,0.971
RPL5,ENSG00000122406,-0.1852,7.695203295334868e-198,7.270294243809856e-196,2.0147,2.2907,0.936,0.915
RPS15,ENSG00000115268,-0.1244,2.2615798165758818e-197,2.0912395495401665e-195,2.17,2.3655,0.981,0.924
RPL9,ENSG00000163682,-0.1513,1.5989502818556333e-196,1.4477162343634547e-194,2.0833,2.3136,0.963,0.911
RPLP2,ENSG00000177600,-0.1489,3.605478244277395e-195,3.1978384591080727e-193,2.1471,2.3806,0.976,0.922
RPL23A,ENSG00000198242,-0.1654,1.6952158178819442e-193,1.4734815889029857e-191,2.0402,2.2881,0.95,0.906
RPL7A,ENSG00000148303,-0.1241,2.4397025353710744e-190,2.0390283112928248e-188,2.1456,2.3384,0.975,0.92
RPLP0,ENSG00000089157,-0.1109,2.4278330425177366e-190,2.0390283112928248e-188,2.1842,2.3586,0.987,0.923
RPS16,ENSG00000105193,-0.1491,3.85414263288496e-190,3.160396958965667e-188,2.0736,2.2993,0.959,0.911
RPS9,ENSG00000170889,-0.1358,5.212448524234387e-190,4.1950557937634533e-188,2.1022,2.3097,0.968,0.916
NAPSA,ENSG00000131400,-0.1823,8.840289429325865e-190,6.985435974518219e-188,2.216,2.5145,0.967,0.954
RPS19,ENSG00000105372,-0.1292,1.0204124210877976e-189,7.919129253656372e-188,2.1938,2.3993,0.982,0.922
MT-ND1,ENSG00000198888,-0.1941,1.6467404285152716e-189,1.2555673512855034e-187,2.1285,2.4351,0.941,0.931
RPL6,ENSG00000089009,-0.1343,6.930915653749047e-188,5.193406798481614e-186,2.1231,2.3303,0.969,0.919
RPS25,ENSG00000118181,-0.1317,4.508607953095106e-186,3.3210864685002256e-184,2.1068,2.3081,0.969,0.916
MT-ND4,ENSG00000198886,-0.2055,1.088468774977305e-185,7.884142160085612e-184,2.1412,2.4689,0.942,0.933
RPL21,ENSG00000122026,-0.1724,1.4122287198826689e-185,1.006155084690177e-183,2.0689,2.3314,0.961,0.909
RPL24,ENSG00000114391,-0.1296,3.484960018053675e-185,2.4428445545905278e-183,2.1096,2.3079,0.968,0.915
RPL35A,ENSG00000182899,-0.1363,9.942299027679253e-185,6.858608186395878e-183,2.1128,2.3222,0.965,0.915
RPL39,ENSG00000198918,-0.1472,3.030685868923738e-181,2.058025122866026e-179,2.1687,2.4016,0.969,0.92
RPL37,ENSG00000145592,-0.121,7.247541317526403e-181,4.8458176255338075e-179,2.1802,2.371,0.979,0.921
RPL3,ENSG00000100316,-0.1161,4.468555271464647e-180,2.9424759408765693e-178,2.1199,2.2975,0.977,0.912
MT-ATP6,ENSG00000198899,-0.1996,1.3286356100158671e-178,8.618284121087997e-177,2.138,2.4553,0.942,0.936
RPS5,ENSG00000083845,-0.1487,1.1158936999824014e-177,7.131873559005171e-176,2.0523,2.2751,0.955,0.91
RPL29,ENSG00000162244,-0.1302,5.932221408334195e-176,3.73643974501745e-174,2.1231,2.3237,0.965,0.914
SFTA2,ENSG00000196260,-0.1506,1.5598599324090745e-175,9.68450180892834e-174,2.0743,2.3026,0.953,0.919
FAU,ENSG00000149806,-0.1347,8.588720118365338e-175,5.257264455551516e-173,2.0694,2.2719,0.959,0.915
MT-CYB,ENSG00000198727,-0.1818,1.5359097307518842e-174,9.270921791455123e-173,2.1639,2.4546,0.947,0.934
RPS7,ENSG00000171863,-0.1314,1.3908723183855305e-171,8.28045355575824e-170,2.0844,2.2832,0.961,0.916
RPL37A,ENSG00000197756,-0.1448,2.630405034779196e-169,1.5448297677230253e-167,2.0929,2.3139,0.963,0.911
SELENOW,ENSG00000178980,0.5432,5.998334731488478e-169,3.475835032406523e-167,2.0268,1.3908,0.946,0.718
EIF1,ENSG00000173812,-0.1125,1.202275674990105e-167,6.875118530930259e-166,2.0878,2.2571,0.97,0.917
NPC2,ENSG00000119655,-0.1131,6.7805927343052616e-167,3.82707221081697e-165,2.2503,2.4338,0.983,0.929
PTMA,ENSG00000187514,-0.1093,4.849096330584058e-165,2.7018170067587585e-163,2.1082,2.2742,0.971,0.915
RPS10,ENSG00000124614,-0.7664,2.765091118131944e-164,1.52115012650651e-162,1.0666,1.8145,0.565,0.812
RPL26,ENSG00000161970,-0.1837,8.059146450011121e-163,4.378131308968541e-161,1.9918,2.2623,0.926,0.906
RPL15,ENSG00000174748,-0.1246,6.920957281244443e-161,3.713392635097327e-159,2.058,2.2436,0.958,0.907
RPL7,ENSG00000147604,-0.1841,2.449193268741076e-160,1.2980724324327704e-158,1.9051,2.1645,0.915,0.889
RACK1,ENSG00000204628,-0.1197,3.143369772165169e-158,1.6459138590156415e-156,2.0453,2.2223,0.957,0.907
HOPX,ENSG00000171476,-0.1607,4.080461426796452e-157,2.111153019149688e-155,2.0212,2.2593,0.941,0.929
MT-ND2,ENSG00000198763,-0.1755,5.550101189327801e-157,2.83773409044925e-155,2.0857,2.3555,0.941,0.923
RPL36,ENSG00000130255,-0.1217,3.8739789880156725e-155,1.9577107769669897e-153,2.1052,2.2904,0.961,0.913
RPS17,ENSG00000182774,-0.6196,1.490497992897568e-146,7.445637100152679e-145,1.2323,1.8934,0.635,0.811
RPL35,ENSG00000136942,-0.1208,1.109999604242771e-143,5.4818844091353215e-142,2.0348,2.2125,0.952,0.904
RPL41,ENSG00000229117,-0.1393,2.629443657918358e-143,1.2839957457655263e-141,2.1596,2.3786,0.979,0.908
CTSH,ENSG00000103811,-0.1388,2.43100384574131e-142,1.173904745954637e-140,2.094,2.3055,0.958,0.938
RPL10A,ENSG00000198755,-0.129,3.196761768016836e-142,1.5267172136045243e-140,1.9927,2.179,0.938,0.897
RPL22,ENSG00000116251,-0.1154,1.6642223442419986e-136,7.861641639212745e-135,2.0395,2.2095,0.951,0.911
RPSA,ENSG00000168028,-0.1474,1.0036133068355305e-134,4.690003689792705e-133,1.9337,2.1418,0.923,0.896
CYB5A,ENSG00000166347,-0.1069,2.794455497323661e-130,1.2919897437626204e-128,2.1381,2.3026,0.972,0.929
FABP5,ENSG00000164687,-0.4178,4.318122809781145e-130,1.97542755066409e-128,1.5302,2.0442,0.743,0.867
RPS11,ENSG00000142534,-0.1491,2.3439728164076763e-128,1.0611360270945585e-126,1.8691,2.0727,0.906,0.877
CRIP1,ENSG00000213145,2.2237,1.227869087119018e-123,5.501359848061084e-122,1.0199,0.2183,0.508,0.127
MT-ATP8,ENSG00000228253,0.7615,1.7112178284010157e-120,7.588727226766137e-119,1.9119,1.1278,0.883,0.546
UBA52,ENSG00000221983,-0.136,4.355440529603818e-120,1.9119943981472923e-118,1.8881,2.0748,0.912,0.886
RPL13A,ENSG00000142541,-0.1513,5.793633614104e-119,2.517913168689598e-117,1.9649,2.1821,0.937,0.888
RPL27,ENSG00000131469,-0.1369,1.307790094594434e-118,5.627381931789515e-117,1.8952,2.0838,0.912,0.878
RPL23,ENSG00000125691,-0.1993,7.3802268113243726e-118,3.144555462942718e-116,1.7621,2.0231,0.869,0.86
NACA,ENSG00000196531,-0.1195,9.094148787416734e-114,3.837201032049818e-112,1.9641,2.1338,0.929,0.896
MT-ND3,ENSG00000198840,-0.1306,2.9851935336808973e-113,1.2474664516708826e-111,2.1552,2.3594,0.946,0.928
SLC34A2,ENSG00000157765,-0.1022,3.9808171929201934e-113,1.6476791924220154e-111,2.1416,2.2989,0.966,0.942
RPS29,ENSG00000213741,-0.1741,5.73978774459304e-111,2.3533129752831466e-109,1.8708,2.1107,0.895,0.867
RPS20,ENSG00000008988,-0.2114,1.9059175495180377e-108,7.741231467481674e-107,1.7451,2.0205,0.861,0.846
RPL31,ENSG00000071082,-0.185,9.829803307620654e-106,3.9555856643443855e-104,1.8246,2.0742,0.885,0.875
PEBP4,ENSG00000134020,-0.3959,4.834572461240379e-97,1.9276194418853843e-95,1.3878,1.826,0.712,0.847
TAGLN2,ENSG00000158710,0.4809,2.286965418741543e-96,9.035592463500678e-95,1.8239,1.3069,0.885,0.682
LY6E,ENSG00000160932,1.0376,1.188650399059201e-91,4.653941111992151e-90,1.182,0.5758,0.628,0.339
TPM1,ENSG00000140416,0.8586,1.2043079238113e-88,4.673144854360634e-87,1.24,0.6838,0.655,0.414
RPL38,ENSG00000172809,-0.1504,6.45931651704568e-87,2.4842645648743828e-85,1.7988,1.9965,0.878,0.862
GSN,ENSG00000148180,1.2955,6.508834927655458e-86,2.4813505785605807e-84,1.0094,0.4112,0.539,0.255
DSTN,ENSG00000125868,-0.1415,5.045400987463792e-83,1.9067228427406643e-81,1.8445,2.0346,0.898,0.898
RPL27A,ENSG00000166441,-0.1735,2.992595094617053e-82,1.1211912311384237e-80,1.7548,1.979,0.868,0.832
IFITM1,ENSG00000185885,0.9678,4.857016276945097e-80,1.8041532256071273e-78,1.2533,0.6408,0.655,0.343
EEF1B2,ENSG00000114942,-0.1802,1.1257962205942478e-79,4.146364724324238e-78,1.7263,1.956,0.851,0.87
ALDOA,ENSG00000149925,-0.7485,7.372389954670126e-79,2.6924711548736445e-77,0.8034,1.3497,0.445,0.697
CD24,ENSG00000272398,2.478,2.3048901688320794e-78,8.347543894786847e-77,0.7406,0.1328,0.392,0.079
NICOL1,ENSG00000243449,1.898,1.9047686896662349e-75,6.841425392801204e-74,0.7757,0.2081,0.429,0.132
CRIP2,ENSG00000182809,2.6083,2.0969798987640434e-70,7.470061180351257e-69,0.675,0.1106,0.365,0.072
CTSE,ENSG00000196188,1.7061,1.7882401648267294e-67,6.318448582387777e-66,0.7873,0.2412,0.425,0.15
SFTPD,ENSG00000133661,-0.1572,5.230804405749292e-66,1.833312576402131e-64,1.8155,2.0246,0.855,0.868
NME2,ENSG00000243678,0.7675,2.5449391359867946e-62,8.848244387998886e-61,1.4142,0.8307,0.724,0.419
SLC25A6,ENSG00000169100,-0.1714,3.8580154697314304e-62,1.3307091453533964e-60,1.6315,1.8373,0.823,0.842
PKM,ENSG00000067225,0.5404,1.0874113534865203e-61,3.7211730253956043e-60,1.3225,0.9093,0.698,0.529
SCGB1A1,ENSG00000149021,0.854,2.2644020638020187e-59,7.688352632252792e-58,1.1818,0.6538,0.591,0.346
FOS,ENSG00000170345,-0.2694,2.998910214380229e-59,1.0103305264880988e-57,1.5386,1.8545,0.751,0.813
RPS27L,ENSG00000185088,0.3991,8.21236690210733e-59,2.745457427427574e-57,1.734,1.315,0.854,0.685
SLC25A5,ENSG00000005022,-0.1383,5.061297781814629e-57,1.6791145160127007e-55,1.7262,1.8999,0.846,0.854
SCGB3A1,ENSG00000161055,0.5754,4.776175083989431e-56,1.5725194632589444e-54,1.6248,1.0903,0.788,0.537
TACC2,ENSG00000138162,-0.5982,6.2102971451487885e-56,2.029319653595236e-54,0.8828,1.3365,0.482,0.671
CDKN1A,ENSG00000124762,1.3316,1.9093654455464778e-55,6.192613601749994e-54,0.8106,0.322,0.44,0.197
KRT8,ENSG00000170421,0.3554,1.5076579236256983e-53,4.8535417304276184e-52,1.7535,1.3706,0.861,0.706
NDUFA4,ENSG00000189043,-0.1103,6.837175470235719e-53,2.184879749532679e-51,1.7754,1.9165,0.869,0.862
SDC1,ENSG00000115884,0.7934,1.0766446996958186e-52,3.415399901370823e-51,1.0081,0.5817,0.55,0.364
GDF15,ENSG00000130513,0.9377,1.5175269951857562e-51,4.779110377592243e-50,1.0182,0.5315,0.523,0.294
NFKBIA,ENSG00000100906,-0.2816,1.8782604768367163e-51,5.87260433980746e-50,1.4895,1.8106,0.744,0.826
HSPB1,ENSG00000106211,0.3987,1.0075991056009163e-50,3.1278755092439874e-49,1.7827,1.3522,0.87,0.683
TIMP1,ENSG00000102265,1.5068,1.090397852796424e-50,3.3609000484065667e-49,0.7364,0.2591,0.394,0.154
GABARAP,ENSG00000170296,0.5933,1.1325618745422482e-49,3.466277399127191e-48,1.7288,1.1459,0.858,0.561
NDNF,ENSG00000173376,1.2827,4.6901256541730794e-49,1.4254046218906437e-47,0.7611,0.3128,0.422,0.198
ATP5PO,ENSG00000241837,-1.3513,6.183465587487472e-49,1.866204266890316e-47,0.2784,0.7104,0.165,0.414
QSOX1,ENSG00000116260,0.5885,3.0139091035528236e-48,9.03341307864867e-47,1.1374,0.7564,0.615,0.457
PDLIM1,ENSG00000107438,0.414,3.82114219299336e-48,1.1374441075855576e-46,1.4101,1.0583,0.736,0.596
SFTA1P,ENSG00000225383,0.5854,3.6850942381475004e-47,1.0894843237407508e-45,1.2992,0.8659,0.678,0.472
FOLR1,ENSG00000110195,0.3887,4.526517756115948e-47,1.3292058221675617e-45,1.6195,1.237,0.81,0.652
IER2,ENSG00000160888,-0.5276,5.31079230401827e-47,1.5490404935076107e-45,0.9883,1.4247,0.516,0.698
BCAM,ENSG00000187244,0.5488,2.823589596086024e-46,8.180880256393239e-45,1.2189,0.8332,0.644,0.482
HSBP1,ENSG00000230989,0.4198,5.629761799645992e-46,1.620327468957714e-44,1.3341,0.9972,0.704,0.576
FDPS,ENSG00000160752,-0.6077,9.393870317587531e-46,2.685905289489172e-44,0.8224,1.2533,0.45,0.66
DMBT1,ENSG00000187908,0.9661,4.3203903479470145e-45,1.2272167615802435e-43,0.9595,0.4911,0.488,0.259
RASGRF1,ENSG00000058335,0.8634,7.113860454117621e-45,2.007586852830856e-43,0.9391,0.5161,0.502,0.309
AQP1,ENSG00000240583,0.5139,2.084235360972681e-44,5.843927018572433e-43,1.303,0.9126,0.662,0.502
NDUFC2,ENSG00000151366,-0.8371,2.1356698212879174e-44,5.949757079049544e-43,0.5279,0.9432,0.306,0.533
COX7A2,ENSG00000112695,-0.1636,5.887404872461602e-44,1.6297236672431923e-42,1.6007,1.7929,0.81,0.84
ANXA2,ENSG00000182718,0.3972,9.322980499405064e-44,2.5644096993933172e-42,1.5849,1.2035,0.799,0.633
APOC1,ENSG00000130208,-0.826,2.4570228939118925e-43,6.715862576692507e-42,0.5582,0.9896,0.308,0.546
TPM4,ENSG00000167460,0.6503,2.9687275291631955e-43,8.06380615108953e-42,1.027,0.6543,0.562,0.406
TFPI,ENSG00000003436,-0.4263,1.3455710771332046e-42,3.63220614982665e-41,1.0984,1.476,0.572,0.72
ROMO1,ENSG00000125995,0.345,5.526986035684767e-42,1.4827334142645679e-40,1.5362,1.2094,0.784,0.657
NNMT,ENSG00000166741,0.6179,5.5731148684973785e-42,1.485936025674209e-40,1.3108,0.8541,0.647,0.432
TMEM63B,ENSG00000137216,0.7635,9.31943979080555e-42,2.4696515445634706e-40,0.9409,0.5542,0.519,0.345
CCND1,ENSG00000110092,0.6673,2.35964654011247e-41,6.215165977775027e-40,1.0212,0.643,0.544,0.388
CHI3L2,ENSG00000064886,-1.2696,2.547317573269285e-41,6.669061550258018e-40,0.3065,0.739,0.173,0.391
JUNB,ENSG00000171223,-0.389,3.553751699327296e-41,9.248266398369118e-40,1.1547,1.5121,0.6,0.731
NDUFB8,ENSG00000166136,-1.3174,5.704749931197064e-41,1.475764476248955e-39,0.2525,0.6293,0.151,0.385
PLXNB2,ENSG00000196576,1.0372,5.889961800327679e-41,1.514661182498467e-39,0.777,0.3786,0.436,0.248
SLC22A31,ENSG00000259803,0.409,1.7339527734064416e-40,4.432799266602586e-39,1.3588,1.0233,0.708,0.571
ATP6V0C,ENSG00000185883,0.7024,3.552905746578007e-40,9.029782675221064e-39,1.2253,0.7529,0.647,0.377
STOM,ENSG00000148175,0.5519,6.035245843862218e-40,1.5249522347340232e-38,1.1134,0.7595,0.601,0.453
SDR16C5,ENSG00000170786,-0.4893,7.788481917442336e-40,1.9565747059655718e-38,0.9755,1.3694,0.523,0.709
C19orf33,ENSG00000167644,0.48,9.3680370631873e-40,2.3398556940581613e-38,1.3091,0.9386,0.667,0.513
MIF,ENSG00000240972,0.3195,2.6049347580731778e-39,6.469169404906303e-38,1.9644,1.5741,0.927,0.762
C3,ENSG00000125730,0.3402,3.473295392204519e-39,8.576671462795932e-38,1.5463,1.2215,0.769,0.641
JUN,ENSG00000177606,-0.2241,4.2109499277832296e-39,1.0339428466749103e-37,1.5008,1.753,0.739,0.789
PON2,ENSG00000105854,0.4083,4.727484712233646e-39,1.1542499190655856e-37,1.2792,0.9639,0.678,0.554
ZNF385B,ENSG00000144331,-0.6974,1.5199578462106633e-38,3.6903557539841022e-37,0.7008,1.1365,0.394,0.602
LDHB,ENSG00000111716,-0.1343,1.8764321642834948e-38,4.5305412144311494e-37,1.6352,1.7948,0.822,0.837
LMNA,ENSG00000160789,0.3948,2.1687906364270084e-38,5.207493981166729e-37,1.4484,1.1017,0.745,0.595
EBP,ENSG00000147155,-0.8482,3.30340285151816e-38,7.888235600383476e-37,0.481,0.8659,0.278,0.502
BTF3,ENSG00000145741,-0.102,6.745839566441498e-38,1.6020447407516257e-36,1.7056,1.8305,0.849,0.845
MACROD2,ENSG00000172264,-0.6749,8.58151528914375e-38,2.0269166003597142e-36,0.7365,1.1758,0.395,0.611
DPYSL2,ENSG00000092964,0.7327,1.3070798636859891e-37,3.05406940192436e-36,0.9237,0.5558,0.508,0.346
PGC,ENSG00000096088,-0.1639,1.306930405490794e-37,3.05406940192436e-36,1.654,1.853,0.788,0.793
BLVRB,ENSG00000090013,-0.3224,2.7529002503211814e-37,6.397916838446981e-36,1.2241,1.5307,0.653,0.768
IFI27,ENSG00000165949,1.2449,4.696985704670757e-37,1.0858031847073995e-35,0.6971,0.2941,0.378,0.175
ENSG00000277196,ENSG00000277196,1.5769,1.4152268943393052e-36,3.2542730596818095e-35,0.5905,0.1979,0.329,0.125
TMEM97,ENSG00000109084,-0.788,1.7689394643835987e-36,4.0462162695847996e-35,0.5291,0.9136,0.298,0.522
ARPC1A,ENSG00000241685,-1.3402,7.625302356525205e-36,1.735055708976887e-34,0.2242,0.5679,0.131,0.355
NUPR1,ENSG00000176046,-0.1631,9.42952617509562e-36,2.13441253942529e-34,1.5819,1.7712,0.793,0.823
LGALS3BP,ENSG00000108679,0.4445,1.6217980451451186e-35,3.6519866861143448e-34,1.1774,0.8652,0.63,0.508
HSPA1A,ENSG00000204389,0.6829,4.229928595779536e-35,9.475912204772095e-34,1.0371,0.646,0.528,0.355
MICAL2,ENSG00000133816,1.0361,4.3956353587309406e-35,9.796631420022906e-34,0.7145,0.3484,0.403,0.209
HLA-A,ENSG00000206503,0.2987,4.90876819303687e-35,1.0884442125988897e-33,1.777,1.4447,0.869,0.727
FADS1,ENSG00000149485,-1.0353,5.290544171049162e-35,1.167142384130947e-33,0.3384,0.6938,0.197,0.417
RNASEK,ENSG00000219200,0.6996,1.1520035396552477e-34,2.5285895875463165e-33,1.0028,0.6175,0.535,0.338
TTN,ENSG00000155657,-0.7579,1.492944538892474e-34,3.260470837199343e-33,0.583,0.9859,0.325,0.51
DMKN,ENSG00000161249,0.3962,2.3549449263809343e-34,5.11729532502577e-33,1.2629,0.9596,0.671,0.552
CLU,ENSG00000120885,0.9985,5.000437926913492e-34,1.0811892154410964e-32,0.7588,0.3798,0.412,0.231
PEBP1,ENSG00000089220,-0.1223,7.14152732849643e-34,1.536488998497301e-32,1.637,1.7817,0.82,0.833
TPPP3,ENSG00000159713,0.9473,1.016951802951224e-33,2.177178588978335e-32,0.7907,0.41,0.424,0.24
ACAT2,ENSG00000120437,-0.9421,3.284152589100638e-33,6.996532917760477e-32,0.3811,0.7324,0.216,0.434
CLIC3,ENSG00000169583,0.6435,3.475744108483782e-33,7.368577509985618e-32,0.994,0.6362,0.534,0.369
PLA2G1B,ENSG00000170890,-0.4404,3.8924383700289874e-33,8.211911240847562e-32,0.9593,1.3018,0.505,0.642
RPL36A,ENSG00000241343,-0.2741,4.1395781237844625e-33,8.691114263752306e-32,1.3016,1.5739,0.674,0.759
CRTAC1,ENSG00000095713,-0.8851,8.086563821148232e-33,1.6896253060918373e-31,0.4217,0.7789,0.236,0.458
ZDHHC3,ENSG00000163812,0.5915,1.9990871878841842e-32,4.1569535495429015e-31,0.9899,0.6569,0.525,0.401
HMGCS1,ENSG00000112972,-0.7068,2.841133847266961e-32,5.879794142962959e-31,0.6038,0.9855,0.325,0.531
TM4SF1,ENSG00000169908,0.5001,6.430666635665397e-32,1.3245344643887116e-30,1.2859,0.9091,0.662,0.479
SMIM22,ENSG00000267795,0.4694,2.921175912720645e-31,5.988410621077322e-30,1.1148,0.8051,0.591,0.472
ITGB6,ENSG00000115221,0.4387,4.619317370464849e-31,9.425142390629218e-30,1.1562,0.853,0.614,0.495
HMGN3,ENSG00000118418,0.2561,5.316674634427371e-31,1.079732147720624e-29,1.7128,1.4342,0.854,0.743
DCXR,ENSG00000169738,-0.2735,1.537068411246712e-30,3.1070229373387027e-29,1.2763,1.5426,0.671,0.77
S100A10,ENSG00000197747,0.2962,2.4434157837673613e-30,4.9162430538208114e-29,2.0676,1.6838,0.953,0.791
LCN2,ENSG00000148346,0.9596,9.345133758844012e-30,1.8716106597205564e-28,0.741,0.381,0.401,0.215
AGRN,ENSG00000188157,1.376,2.0747408221495498e-29,4.136157620670616e-28,0.5605,0.2159,0.32,0.145
CEACAM6,ENSG00000086548,0.8464,2.283247397415222e-29,4.531047118340893e-28,0.8437,0.4692,0.427,0.262
BAX,ENSG00000087088,0.5932,3.733108615084962e-29,7.374586382345112e-28,0.9262,0.6139,0.509,0.381
BCL2L1,ENSG00000171552,0.7464,5.105552892689577e-29,1.0040150620646562e-27,0.8087,0.482,0.451,0.304
XIST,ENSG00000229807,-1.4787,7.597751328839963e-29,1.4873796069882198e-27,0.2068,0.5765,0.112,0.3
VIM,ENSG00000026025,0.5768,2.0288025416084547e-28,3.953890513825266e-27,0.9895,0.6633,0.519,0.384
YBX1,ENSG00000065978,-0.1457,2.680244176890963e-28,5.200152318200056e-27,1.5174,1.6787,0.772,0.802
FMO5,ENSG00000131781,-0.885,3.2721949719609974e-28,6.32042637695222e-27,0.3881,0.7168,0.224,0.415
TSPAN13,ENSG00000106537,0.4034,3.5676840179325654e-28,6.86068793890926e-27,1.1209,0.8475,0.607,0.502
AGR3,ENSG00000173467,0.3758,4.0033001430500285e-28,7.6644680271786e-27,1.4604,1.1255,0.742,0.587
MT-ND6,ENSG00000198695,0.4754,6.349190301497301e-28,1.2102447829082136e-26,1.1372,0.8179,0.59,0.458
EGLN2,ENSG00000269858,-1.2239,1.0019110729511093e-27,1.9014434598452058e-26,0.2099,0.4904,0.124,0.322
EIF4G2,ENSG00000110321,0.282,1.0931655459261876e-27,2.0656075924327006e-26,1.4689,1.208,0.766,0.657
