gene,gene_ens,log2FC,pvalue,padj,mean_group,mean_ref,pct_group,pct_ref
SFTPC,ENSG00000168484,-1.2639,3.0595799013325332e-136,1.5720121533046555e-132,1.2695,3.0487,0.571,0.972
KRT8,ENSG00000170421,0.7752,7.199909165582528e-106,1.8496566646381513e-102,2.3457,1.3706,1.0,0.706
SFTPA1,ENSG00000122852,-0.8354,4.336996270850524e-80,7.42782894654333e-77,1.509,2.6926,0.636,0.941
SFTPA2,ENSG00000185303,-0.8612,1.0342912073245235e-78,1.3285470558083506e-75,1.4581,2.6488,0.618,0.938
SLPI,ENSG00000124107,-0.6099,2.191645585794343e-62,2.2521350039622667e-59,1.7008,2.5957,0.707,0.928
SFTPD,ENSG00000133661,-1.0052,8.26386595296126e-58,7.076623877719159e-55,1.0086,2.0246,0.482,0.868
FABP5,ENSG00000164687,-1.0366,3.800475028083598e-53,2.789548670613361e-50,0.9964,2.0442,0.464,0.867
PGC,ENSG00000096088,-1.3605,4.5804715806030574e-52,2.9418078726423138e-49,0.7216,1.853,0.332,0.793
NPC2,ENSG00000119655,-0.448,1.3805796587482971e-45,7.881575874054167e-43,1.784,2.4338,0.757,0.929
DBI,ENSG00000155368,-0.7502,2.5123125325470736e-43,1.2908261792226865e-40,1.1972,2.0138,0.561,0.868
CLDN18,ENSG00000066405,-1.8092,2.7850709387767864e-42,1.3008813166759207e-39,0.3726,1.306,0.189,0.656
PLA2G1B,ENSG00000170890,-1.8654,5.075995318384622e-42,2.173371995488349e-39,0.3572,1.3018,0.179,0.642
CTSH,ENSG00000103811,-0.461,2.1110730723764266e-40,8.343610342976985e-38,1.6749,2.3055,0.743,0.938
SFTA2,ENSG00000196260,-0.5183,4.9125560643340396e-40,1.8029080756105927e-37,1.6076,2.3026,0.689,0.919
NAPSA,ENSG00000131400,-0.4216,1.0987041537725314e-39,3.763427961388844e-37,1.8773,2.5145,0.782,0.954
LAMP3,ENSG00000078081,-1.1316,7.522662117050891e-39,2.4157148723379676e-36,0.7727,1.6931,0.379,0.813
PEBP4,ENSG00000134020,-0.9629,8.293879541797818e-38,2.5067031226915997e-35,0.9367,1.826,0.45,0.847
CYB5A,ENSG00000166347,-0.4099,2.7330905136375083e-36,7.801455032816399e-34,1.7331,2.3026,0.761,0.929
SOD3,ENSG00000109610,-1.5662,2.520778964018658e-35,6.816717009014665e-33,0.4268,1.2641,0.221,0.649
SELENOP,ENSG00000250722,-0.8696,1.5672949635917443e-34,4.026380761467191e-32,0.9471,1.7306,0.475,0.819
ANXA2,ENSG00000182718,0.5716,1.896801114936757e-34,4.6408400612119326e-32,1.7887,1.2035,0.786,0.633
MID1IP1,ENSG00000165175,-1.3774,4.313087347674924e-31,1.0073019451069891e-28,0.4876,1.2669,0.254,0.657
HHIP,ENSG00000164161,-1.9046,6.5489278304621754e-31,1.4629735301267242e-28,0.2767,1.0364,0.146,0.55
KRT7,ENSG00000135480,0.6979,5.3472783993878114e-30,1.144763184002274e-27,1.7205,1.0606,0.739,0.544
C2,ENSG00000166278,-1.5892,8.203261845021482e-30,1.685934374388815e-27,0.3535,1.0638,0.196,0.592
RPS4X,ENSG00000198034,-0.3747,3.3762333647773807e-29,6.671956549317763e-27,1.8625,2.4148,0.761,0.922
TPT1,ENSG00000133112,-0.3255,1.7575439450783324e-28,3.344541033263878e-26,2.0108,2.5197,0.804,0.928
C16orf89,ENSG00000153446,-1.1269,6.207831110887921e-28,1.1391370088479334e-25,0.6607,1.443,0.329,0.726
RPS27,ENSG00000177954,-0.3164,4.73494700914503e-27,8.389019907926608e-25,2.0072,2.4993,0.807,0.925
MT-CYB,ENSG00000198727,-0.3176,6.802020887386408e-27,1.1649594439797124e-24,1.9695,2.4546,0.807,0.934
MT-CO3,ENSG00000198938,-0.2906,3.928858660790282e-25,6.511766386819506e-23,2.0795,2.5436,0.821,0.941
MT-CO1,ENSG00000198804,-0.2946,4.931382858998497e-25,7.917951602979463e-23,2.1671,2.6581,0.825,0.945
RPL11,ENSG00000142676,-0.3096,1.5709788626283123e-24,2.4459664836922024e-22,1.9951,2.4726,0.796,0.928
EEF1A1,ENSG00000156508,-0.2557,1.7352517532571396e-24,2.6222716200691716e-22,2.1909,2.6157,0.846,0.932
RPL34,ENSG00000109475,-0.3185,3.8682394980504675e-24,5.678575583138087e-22,1.9611,2.4456,0.789,0.924
CA2,ENSG00000104267,-1.7749,4.801339498521081e-24,6.852578428722587e-22,0.2651,0.9073,0.143,0.506
RPLP1,ENSG00000137818,-0.2885,6.87016993584336e-24,9.540252197395455e-22,2.1386,2.6121,0.821,0.931
MFSD2A,ENSG00000168389,-1.1499,8.121252760808303e-24,1.0980788601324489e-21,0.5592,1.241,0.282,0.656
WIF1,ENSG00000156076,-1.1686,9.001767641527619e-24,1.185925183132536e-21,0.5614,1.2622,0.275,0.639
RPS14,ENSG00000164587,-0.3297,1.0092110824871748e-23,1.296331635454776e-21,1.955,2.457,0.779,0.924
ERG28,ENSG00000133935,-1.3061,1.294956753655815e-23,1.6228019025081894e-21,0.4356,1.0772,0.236,0.599
PIGR,ENSG00000162896,-0.9319,1.7461564134471e-23,2.136131345783619e-21,0.7914,1.5099,0.382,0.732
RPS25,ENSG00000118181,-0.3779,2.286467458402961e-23,2.732062744482422e-21,1.7762,2.3081,0.739,0.916
SELENBP1,ENSG00000143416,-0.961,2.4660582889161058e-23,2.879683520102489e-21,0.763,1.4854,0.371,0.743
RPL10,ENSG00000147403,-0.2766,2.9694875084146057e-23,3.390494848496499e-21,2.1088,2.5544,0.825,0.929
MT-ATP6,ENSG00000198899,-0.2986,3.2724144090799307e-23,3.655144616054931e-21,1.9963,2.4553,0.811,0.936
APOC1,ENSG00000130208,-1.4736,3.3610661719082284e-23,3.674288934311591e-21,0.3563,0.9896,0.189,0.546
MT-CO2,ENSG00000198712,-0.2743,7.002358444370137e-23,7.495441184827868e-21,2.1525,2.6033,0.829,0.942
AK1,ENSG00000106992,-0.7798,7.55177289769946e-23,7.760201829675965e-21,0.9093,1.5612,0.461,0.759
HHIP-AS1,ENSG00000248890,-2.1973,7.443640827121776e-23,7.760201829675965e-21,0.1602,0.7351,0.093,0.441
FASN,ENSG00000169710,-0.9977,9.912301537670677e-23,9.986157902069008e-21,0.6741,1.3462,0.343,0.697
LDHB,ENSG00000111716,-0.6386,1.0692586925285286e-22,1.0413351398479865e-20,1.1529,1.7948,0.554,0.837
RPS23,ENSG00000186468,-0.339,1.0741682057598927e-22,1.0413351398479865e-20,1.8869,2.3867,0.764,0.921
FOS,ENSG00000170345,-0.7097,1.2577253949781294e-22,1.1967024221106719e-20,1.1339,1.8545,0.511,0.813
RPL19,ENSG00000108298,-0.3102,1.4951074737750844e-22,1.3967022182284335e-20,1.9589,2.4288,0.786,0.924
CEACAM6,ENSG00000086548,1.2989,1.7948145263307352e-22,1.6467423279084496e-20,1.1546,0.4692,0.532,0.262
FGGY,ENSG00000172456,-0.9959,1.972878959008095e-22,1.778360016032209e-20,0.6993,1.3948,0.346,0.718
RPS12,ENSG00000112306,-0.2735,5.684792505567597e-22,5.035942050621778e-20,2.137,2.5831,0.825,0.929
MT-ND3,ENSG00000198840,-0.3492,7.405275479112452e-22,6.448865324013522e-20,1.8521,2.3594,0.771,0.928
RPL21,ENSG00000122026,-0.364,7.903104612808466e-22,6.767691916768318e-20,1.8115,2.3314,0.746,0.909
RPS6,ENSG00000137154,-0.3287,8.110785164461759e-22,6.831674454918774e-20,1.9043,2.3916,0.771,0.919
SLC34A2,ENSG00000157765,-0.3451,1.1432888358180633e-21,9.474545223279369e-20,1.8098,2.2989,0.775,0.942
RPS3,ENSG00000149273,-0.2931,1.491964309403616e-21,1.2167797812247268e-19,1.9749,2.4199,0.796,0.923
RPS28,ENSG00000233927,-0.2655,3.161394492155752e-21,2.53800701573379e-19,2.0695,2.4877,0.818,0.926
RPL5,ENSG00000122406,-0.3195,3.845406032658349e-21,2.996667964636307e-19,1.8356,2.2907,0.768,0.915
NUPR1,ENSG00000176046,-0.6282,3.849359394044302e-21,2.996667964636307e-19,1.1459,1.7712,0.55,0.823
RPS3A,ENSG00000145425,-0.3258,4.4697053593991694e-21,3.427663602476557e-19,1.8882,2.3666,0.771,0.922
RPS15A,ENSG00000134419,-0.304,5.4154746405060954e-21,4.091868926900047e-19,1.9464,2.4029,0.786,0.918
HLA-DRA,ENSG00000204287,-0.7544,7.280769499817926e-21,5.421535317400653e-19,0.9957,1.6798,0.475,0.79
FTL,ENSG00000087086,-0.2863,7.579015209171639e-21,5.48464509080618e-19,2.15,2.6219,0.821,0.93
TXNIP,ENSG00000265972,-1.0698,7.498951600662393e-21,5.48464509080618e-19,0.5849,1.228,0.296,0.624
CRTAC1,ENSG00000095713,-1.8142,8.682884399388349e-21,6.196202783896852e-19,0.2214,0.7789,0.114,0.458
RPS13,ENSG00000110700,-0.3022,8.899828120705933e-21,6.264016011532478e-19,1.9361,2.3873,0.786,0.921
MT-ND1,ENSG00000198888,-0.2948,9.864325609721896e-21,6.849041213885284e-19,1.985,2.4351,0.796,0.931
MT-ND2,ENSG00000198763,-0.3316,1.1120477380557216e-20,7.6182683708403965e-19,1.8718,2.3555,0.771,0.923
RPL30,ENSG00000156482,-0.3096,1.1298594157931772e-20,7.638444313612295e-19,1.9095,2.3666,0.779,0.922
RPL32,ENSG00000144713,-0.302,1.6463618454169172e-20,1.0985723586691066e-18,1.9866,2.4493,0.789,0.924
RPS15,ENSG00000115268,-0.3228,1.7596280078795214e-20,1.1590985518570489e-18,1.8912,2.3655,0.768,0.924
RPL23A,ENSG00000198242,-0.3177,3.660038783757858e-20,2.3804150975883383e-18,1.8358,2.2881,0.764,0.906
RPL6,ENSG00000089009,-0.2814,3.9420999276076487e-20,2.500556719512111e-18,1.9173,2.3303,0.793,0.919
RPS11,ENSG00000142534,-0.394,3.9323606220403305e-20,2.500556719512111e-18,1.5773,2.0727,0.696,0.877
CD63,ENSG00000135404,-0.3907,4.93583648834854e-20,3.0927229118457068e-18,1.6078,2.1079,0.707,0.894
RPL7,ENSG00000147604,-0.3993,5.8187394647282e-20,3.602010044551022e-18,1.6412,2.1645,0.7,0.889
SFTPB,ENSG00000168878,-0.1734,6.255887816857285e-20,3.826518047977706e-18,2.6136,2.9474,0.957,0.998
HSD17B6,ENSG00000025423,-1.4975,7.139931933160422e-20,4.315878855597441e-18,0.3079,0.8696,0.164,0.498
CXCL17,ENSG00000189377,-0.5512,9.774974487935197e-20,5.8399789440710514e-18,1.2943,1.8966,0.6,0.85
SCD,ENSG00000099194,-0.9684,1.2241606088484548e-19,7.147428645753819e-18,0.6882,1.3465,0.332,0.682
RPL10A,ENSG00000198755,-0.3528,1.2170653470468122e-19,7.147428645753819e-18,1.7063,2.179,0.736,0.897
C11orf96,ENSG00000187479,-1.2636,2.5730777442125227e-19,1.4854464550296564e-17,0.427,1.0253,0.221,0.534
RNASE1,ENSG00000129538,-0.4429,2.7904110091564103e-19,1.593014640560626e-17,1.5236,2.0711,0.671,0.871
RPS16,ENSG00000105193,-0.31,3.081345187330232e-19,1.739774898077223e-17,1.8547,2.2993,0.768,0.911
CACNA2D2,ENSG00000007402,-1.3328,3.923353077668303e-19,2.1911074035934498e-17,0.3666,0.9235,0.189,0.522
RPL9,ENSG00000163682,-0.3043,8.198498412294255e-19,4.52944998305031e-17,1.8736,2.3136,0.771,0.911
PMM1,ENSG00000100417,-1.2698,1.2771936307797466e-18,6.981086037176956e-17,0.3972,0.9578,0.207,0.542
RPL18,ENSG00000063177,-0.296,1.5803209288214223e-18,8.547040981352071e-17,1.9262,2.365,0.782,0.921
SUSD2,ENSG00000099994,-1.1879,1.777801797185423e-18,9.514943368686149e-17,0.4439,1.0114,0.232,0.56
RPL41,ENSG00000229117,-0.3207,1.9926596168884238e-18,1.0554933104714145e-16,1.9045,2.3786,0.775,0.908
ASAH1,ENSG00000104763,-0.58,2.0725796143053705e-18,1.0866238835001014e-16,1.1425,1.7079,0.561,0.82
RPL35A,ENSG00000182899,-0.2905,2.6454461026714487e-18,1.372959805608677e-16,1.8986,2.3222,0.782,0.915
RPL13,ENSG00000167526,-0.2472,3.76182366144834e-18,1.9286795878460202e-16,2.1002,2.4926,0.825,0.927
RPS9,ENSG00000170889,-0.2553,3.791293078482834e-18,1.9286795878460202e-16,1.935,2.3097,0.807,0.916
RPS2,ENSG00000140988,-0.2766,3.894071888509792e-18,1.9615432708983638e-16,1.9614,2.376,0.793,0.917
RPS24,ENSG00000138326,-0.2373,4.553844824195787e-18,2.271616961817277e-16,2.0403,2.4051,0.821,0.925
RPL3,ENSG00000100316,-0.2846,5.4142966602180966e-18,2.674870792326979e-16,1.8862,2.2975,0.782,0.912
RPL39,ENSG00000198918,-0.2968,7.52251492670052e-18,3.681017304132121e-16,1.9551,2.4016,0.786,0.92
MT-ND4,ENSG00000198886,-0.2749,8.316748060135697e-18,4.0312690125450195e-16,2.0405,2.4689,0.807,0.933
RPL12,ENSG00000197958,-0.2482,1.0988305394848106e-17,5.276440478385941e-16,2.0556,2.4416,0.818,0.925
FTH1,ENSG00000167996,-0.2572,1.3404279543214767e-17,6.37696187898495e-16,2.0702,2.4742,0.811,0.928
RPS29,ENSG00000213741,-0.4098,1.3662465000146247e-17,6.440160107408387e-16,1.5887,2.1107,0.682,0.867
MGST1,ENSG00000008394,-0.2803,1.6764717995237756e-17,7.760100996354198e-16,1.8509,2.2479,0.804,0.933
RPL28,ENSG00000108107,-0.2679,1.6708904194382794e-17,7.760100996354198e-16,2.0425,2.4592,0.804,0.925
RPLP2,ENSG00000177600,-0.2789,2.1183399812782832e-17,9.63188568478568e-16,1.9621,2.3806,0.793,0.922
RPL37A,ENSG00000197756,-0.3164,2.1109642157271977e-17,9.63188568478568e-16,1.8582,2.3139,0.764,0.911
RPL24,ENSG00000114391,-0.2652,2.2799844071488065e-17,1.0275929722746113e-15,1.9203,2.3079,0.793,0.915
RPL23,ENSG00000125691,-0.3969,3.6055826442109725e-17,1.6109116196483458e-15,1.5365,2.0231,0.679,0.86
SDR16C5,ENSG00000170786,-0.8425,4.938729316957901e-17,2.187516485390491e-15,0.7636,1.3694,0.382,0.709
TMSB4X,ENSG00000205542,-0.2401,6.201360676770234e-17,2.7232983895081592e-15,1.9856,2.3451,0.811,0.906
RPL18A,ENSG00000105640,-0.2652,9.535865048105924e-17,4.152141916709173e-15,1.9855,2.3862,0.8,0.92
DCXR,ENSG00000169738,-0.7119,9.803232891360333e-17,4.232689966034403e-15,0.9418,1.5426,0.464,0.77
CHI3L2,ENSG00000064886,-1.9437,1.0593853210159437e-16,4.535934816149932e-15,0.192,0.739,0.096,0.391
CEBPD,ENSG00000221869,-0.5607,1.1746130394157083e-16,4.987737021915628e-15,1.1713,1.7277,0.561,0.799
PRDX5,ENSG00000126432,-0.437,1.256871455846228e-16,5.293283229621245e-15,1.4144,1.9148,0.657,0.861
PLD3,ENSG00000105223,-0.8967,1.3560696776292525e-16,5.66462276720252e-15,0.6598,1.2286,0.346,0.658
SECISBP2L,ENSG00000138593,-1.0373,2.0358009275367992e-16,8.43543964974522e-15,0.5332,1.0945,0.254,0.596
RPS20,ENSG00000008988,-0.4262,2.1288187483766752e-16,8.750296583327486e-15,1.5036,2.0205,0.657,0.846
EIF1,ENSG00000173812,-0.2714,2.333253163843965e-16,9.514487901452612e-15,1.8701,2.2571,0.786,0.917
NFKBIA,ENSG00000100906,-0.5465,2.398096436421695e-16,9.701905110499737e-15,1.2397,1.8106,0.579,0.826
RPL14,ENSG00000188846,-0.2827,2.471216375929795e-16,9.919616984005693e-15,1.9205,2.3363,0.782,0.92
FMO5,ENSG00000131781,-1.6965,2.780467370407749e-16,1.1074450658259701e-14,0.2211,0.7168,0.121,0.415
PEBP1,ENSG00000089220,-0.5128,2.853639917174698e-16,1.1278462995725845e-14,1.2487,1.7817,0.596,0.833
IER2,ENSG00000160888,-0.7737,2.9559229454298045e-16,1.1593535949326974e-14,0.8333,1.4247,0.407,0.698
FAU,ENSG00000149806,-0.2986,3.302921971002173e-16,1.285637355076452e-14,1.8472,2.2719,0.771,0.915
S100A6,ENSG00000197956,-0.2198,4.737697244215341e-16,1.8302472511863472e-14,2.1682,2.525,0.836,0.93
RPL8,ENSG00000161016,-0.243,5.194530482472255e-16,1.991753553652421e-14,2.0291,2.4013,0.811,0.924
GSTA4,ENSG00000170899,-1.1827,6.514364476638767e-16,2.4793188652570358e-14,0.3909,0.8874,0.207,0.512
SFTA3,ENSG00000229415,-0.6064,6.926712955989719e-16,2.6168714094025866e-14,1.1464,1.7454,0.536,0.826
TTN,ENSG00000155657,-1.1363,8.67255630134534e-16,3.2525251296578364e-14,0.4485,0.9859,0.2,0.51
RPS8,ENSG00000142937,-0.2709,8.81547217308523e-16,3.2821663786457905e-14,2.0261,2.4447,0.796,0.926
RACK1,ENSG00000204628,-0.3237,9.41848921066615e-16,3.481453062187243e-14,1.7756,2.2223,0.746,0.907
NDUFA4,ENSG00000189043,-0.4379,9.570539686183349e-16,3.512388064829289e-14,1.4148,1.9165,0.65,0.862
JUNB,ENSG00000171223,-0.7009,1.3346389450249234e-15,4.86338645357309e-14,0.9302,1.5121,0.443,0.731
RPL22,ENSG00000116251,-0.3102,1.6996391735218187e-15,6.110256627180773e-14,1.782,2.2095,0.757,0.911
ATP6V0E1,ENSG00000113732,-0.5527,1.7005969203714494e-15,6.110256627180773e-14,1.1902,1.7459,0.575,0.833
EPHX1,ENSG00000143819,-0.9378,1.880784885591415e-15,6.710744959839367e-14,0.5933,1.1367,0.304,0.609
GSN,ENSG00000148180,1.2029,2.372738821538942e-15,8.407677286253162e-14,0.9466,0.4112,0.461,0.255
CPB2,ENSG00000080618,-2.3692,2.5407045860927345e-15,8.941191892701692e-14,0.1162,0.6007,0.064,0.343
CYBRD1,ENSG00000071967,-1.5383,2.7031297255107684e-15,9.448081992975733e-14,0.2398,0.6968,0.129,0.419
BLVRB,ENSG00000090013,-0.6825,3.388603191540551e-15,1.1763948106848212e-13,0.9537,1.5307,0.471,0.768
AGER,ENSG00000204305,-12.1955,3.669420483245435e-15,1.2653343921419493e-13,0.0,0.469,0.0,0.274
RPS27A,ENSG00000143947,-0.2541,3.8322305441995975e-15,1.3126667024065022e-13,1.9858,2.3683,0.8,0.921
LRRK2,ENSG00000188906,-0.6543,4.053447927835552e-15,1.3792460565045737e-13,1.106,1.7407,0.482,0.815
SPTSSA,ENSG00000165389,-0.7897,4.26089604077916e-15,1.4402949906265344e-13,0.8005,1.3838,0.396,0.715
LPL,ENSG00000175445,-2.2148,4.857091538860426e-15,1.631093877559795e-13,0.1242,0.5769,0.064,0.346
NRGN,ENSG00000154146,-1.1466,5.2572753911351505e-15,1.754018244133273e-13,0.4062,0.8993,0.211,0.515
RPS7,ENSG00000171863,-0.279,5.4102568571063985e-15,1.7934128859233984e-13,1.8817,2.2832,0.779,0.916
RPL29,ENSG00000162244,-0.2943,1.0479331155596733e-14,3.451461761375386e-13,1.8949,2.3237,0.768,0.914
RPL36,ENSG00000130255,-0.2926,1.1959241881421819e-14,3.913795209346835e-13,1.87,2.2904,0.768,0.913
LMO7,ENSG00000136153,0.42,1.7128133837709618e-14,5.569895674566584e-13,1.4711,1.0995,0.668,0.601
OAZ1,ENSG00000104904,-0.3984,1.97434620921809e-14,6.379994228278331e-13,1.4725,1.9408,0.668,0.862
RPLP0,ENSG00000089157,-0.2403,2.2128287151663067e-14,7.105946211577802e-13,1.9967,2.3586,0.807,0.923
ATP5PO,ENSG00000241837,-1.4934,2.8298594853296535e-14,9.030942879269416e-13,0.2522,0.7104,0.143,0.414
RPL37,ENSG00000145592,-0.2409,2.995267148313266e-14,9.499804079033062e-13,2.0063,2.371,0.807,0.921
RPS10,ENSG00000124614,-0.562,3.524929179349662e-14,1.1111095781287463e-12,1.229,1.8145,0.546,0.812
NDUFC2,ENSG00000151366,-1.0161,6.887571502846968e-14,2.1578257549773e-12,0.4663,0.9432,0.243,0.533
GKN2,ENSG00000183607,-1.0262,7.432347575572026e-14,2.3143879905023678e-12,0.4698,0.9568,0.246,0.524
ABCA3,ENSG00000167972,-0.6461,8.490441752428915e-14,2.6279451640951665e-12,1.0286,1.6096,0.479,0.789
RPS5,ENSG00000083845,-0.3227,8.880423233966433e-14,2.732192489587996e-12,1.8191,2.2751,0.743,0.91
COX7A2,ENSG00000112695,-0.5187,9.544790416285448e-14,2.919115068980633e-12,1.2514,1.7929,0.586,0.84
IRX3,ENSG00000177508,-1.2054,1.0482127550639606e-13,3.1794766760176666e-12,0.3483,0.8034,0.182,0.465
RPL7A,ENSG00000148303,-0.2663,1.0519872225048722e-13,3.1794766760176666e-12,1.9443,2.3384,0.786,0.92
BTG1,ENSG00000133639,-0.7102,1.1094362584249087e-13,3.3334991203433805e-12,0.8298,1.3577,0.414,0.695
TMEM97,ENSG00000109084,-1.0425,1.1183957381306535e-13,3.3408821526251734e-12,0.4435,0.9136,0.232,0.522
PTMA,ENSG00000187514,-0.2348,1.2039660559737838e-13,3.5757095928284977e-12,1.9326,2.2742,0.804,0.915
FDPS,ENSG00000160752,-0.7676,1.4567698856834662e-13,4.301657283127385e-12,0.7361,1.2533,0.371,0.66
DUOX1,ENSG00000137857,-0.8308,1.5641989386174851e-13,4.592488083780936e-12,0.6362,1.1317,0.321,0.614
KRT19,ENSG00000171345,0.2447,1.73274820002426e-13,5.0305815194735504e-12,1.5441,1.3032,0.679,0.676
CSF3R,ENSG00000119535,-0.929,1.7329951906321883e-13,5.0305815194735504e-12,0.5311,1.0113,0.268,0.567
RPL15,ENSG00000174748,-0.2808,2.1737517114331012e-13,6.274570951316446e-12,1.8468,2.2436,0.764,0.907
BEX3,ENSG00000166681,-0.6704,2.3963553601416514e-13,6.878477005814417e-12,0.875,1.3926,0.446,0.719
GSTP1,ENSG00000084207,-0.299,2.643056006027087e-13,7.544456532759541e-12,1.8207,2.2399,0.757,0.912
BRI3,ENSG00000164713,-0.5967,2.749560551440767e-13,7.805106139946221e-12,1.0289,1.556,0.507,0.766
IDI1,ENSG00000067064,-0.9855,3.1509529323799055e-13,8.895382509103271e-12,0.4812,0.9529,0.254,0.534
MGST3,ENSG00000143198,-0.703,3.5489743050555246e-13,9.964278677254254e-12,0.8387,1.3654,0.421,0.713
CD74,ENSG00000019582,-0.3685,3.6105948631926267e-13,1.0082193699502018e-11,1.6368,2.1132,0.711,0.883
CD302,ENSG00000241399,-1.0769,4.1341729509971326e-13,1.1481827363363929e-11,0.3964,0.8362,0.207,0.491
HLA-DRB5,ENSG00000198502,-0.9108,4.4523660210922497e-13,1.2299062696974184e-11,0.5776,1.086,0.286,0.558
RPL31,ENSG00000071082,-0.3691,4.687492049994654e-13,1.2879323076402424e-11,1.6059,2.0742,0.693,0.875
POLR2C,ENSG00000102978,-1.1526,5.598232391214747e-13,1.529985001386243e-11,0.3461,0.7696,0.189,0.465
EBP,ENSG00000147155,-1.0351,7.796999728072118e-13,2.1196288149647905e-11,0.4225,0.8659,0.225,0.502
CD36,ENSG00000135218,-1.5219,8.771744542270075e-13,2.3720643925359813e-11,0.2275,0.6535,0.118,0.38
CAT,ENSG00000121691,-0.865,8.944199109571988e-13,2.406036388742454e-11,0.5992,1.0914,0.307,0.603
RPL26,ENSG00000161970,-0.2997,1.0882457452148976e-12,2.9121909577677836e-11,1.8379,2.2623,0.754,0.906
ACAT2,ENSG00000120437,-1.2269,1.2529215361720334e-12,3.335497851218605e-11,0.3128,0.7324,0.161,0.434
INSIG1,ENSG00000186480,-1.031,1.890068505796089e-12,5.005758754010467e-11,0.4297,0.8782,0.218,0.499
MSMO1,ENSG00000052802,-0.7657,1.9106378336527313e-12,5.0342857381065305e-11,0.7269,1.2359,0.361,0.645
LGMN,ENSG00000100600,-0.8929,1.9349423417707476e-12,5.0723131387847455e-11,0.5127,0.9522,0.271,0.548
ESD,ENSG00000139684,-0.9138,2.333607567581162e-12,6.08633283362031e-11,0.507,0.9553,0.271,0.557
NACA,ENSG00000196531,-0.3065,2.3574058370754958e-12,6.117349086310048e-11,1.7254,2.1338,0.743,0.896
B2M,ENSG00000166710,-0.2117,2.617611123371431e-12,6.758435151699705e-11,2.003,2.3195,0.818,0.921
BEX2,ENSG00000133134,-1.0475,2.660547364416083e-12,6.834946179184916e-11,0.3998,0.8264,0.214,0.487
MUC1,ENSG00000185499,-0.3575,3.116230593152943e-12,7.965767556029762e-11,1.6164,2.071,0.718,0.907
CXCL2,ENSG00000081041,-0.7075,3.86306750248845e-12,9.825960805834485e-11,0.7942,1.2969,0.368,0.583
COX7C,ENSG00000127184,-0.3146,4.860620145333304e-12,1.2302397195429811e-10,1.6721,2.0795,0.732,0.892
RPL38,ENSG00000172809,-0.3852,5.337579070508232e-12,1.344337316876044e-10,1.5286,1.9965,0.668,0.862
FADS1,ENSG00000149485,-1.2523,5.652306914737057e-12,1.4166611184350732e-10,0.2912,0.6938,0.154,0.417
ERP29,ENSG00000089248,-0.621,7.101233347657791e-12,1.7626153111239483e-10,0.93,1.4303,0.468,0.739
UBA52,ENSG00000221983,-0.2926,7.0817454091153025e-12,1.7626153111239483e-10,1.6939,2.0748,0.743,0.886
S100A10,ENSG00000197747,0.1685,9.502808874563072e-12,2.34737653834159e-10,1.8925,1.6838,0.793,0.791
BTG2,ENSG00000159388,-1.2293,9.554027777264454e-12,2.3487365894538164e-10,0.3065,0.7187,0.157,0.416
SLC25A5,ENSG00000005022,-0.4217,9.919337560016626e-12,2.4269312563507343e-10,1.4183,1.8999,0.639,0.854
SQLE,ENSG00000104549,-0.963,1.2596234425885465e-11,3.067272629393342e-10,0.4524,0.882,0.236,0.507
DUOXA1,ENSG00000140254,-1.0633,1.3107773203655724e-11,3.176780128319958e-10,0.3684,0.7699,0.189,0.457
TFPI,ENSG00000003436,-0.6025,1.4817942493228704e-11,3.574393827709347e-10,0.9721,1.476,0.464,0.72
RPL27A,ENSG00000166441,-0.3818,1.5421020673298414e-11,3.7024861784769744e-10,1.5188,1.979,0.654,0.832
PLA2G4F,ENSG00000168907,-1.5768,1.572122103675729e-11,3.7570062179934404e-10,0.1894,0.5651,0.107,0.352
LPCAT1,ENSG00000153395,-0.5284,1.7194549938130703e-11,4.0900739621349794e-10,1.1345,1.6363,0.543,0.796
ENSG00000282012,ENSG00000282012,-1.3627,2.0185217826093583e-11,4.779338672371836e-10,0.2551,0.6563,0.136,0.383
C4BPA,ENSG00000123838,-0.7029,2.254366395675221e-11,5.313272725219856e-10,0.7573,1.2327,0.379,0.636
SOX4,ENSG00000124766,1.3831,2.3699754540247342e-11,5.560243782090906e-10,0.7904,0.303,0.379,0.184
RPS19,ENSG00000105372,-0.2133,2.724993054269477e-11,6.364097414925716e-10,2.0696,2.3993,0.818,0.922
LAPTM4A,ENSG00000068697,-0.6799,4.046695984353158e-11,9.408110392582139e-10,0.8113,1.2999,0.407,0.691
SFN,ENSG00000175793,0.532,4.137638481340405e-11,9.57621014285e-10,1.2614,0.8723,0.582,0.471
LGI3,ENSG00000168481,-2.6599,4.3648824955533316e-11,1.005684585746772e-09,0.0664,0.4202,0.036,0.27
CST3,ENSG00000101439,-0.4042,5.258322228235271e-11,1.2061276611014654e-09,1.4358,1.9001,0.664,0.864
ATP5F1E,ENSG00000124172,-0.2998,7.204675076215213e-11,1.6452275796263895e-09,1.7094,2.1042,0.739,0.896
CRIP2,ENSG00000182809,2.3775,7.447657632033955e-11,1.6931887129818786e-09,0.5751,0.1106,0.286,0.072
EPDR1,ENSG00000086289,-1.2756,7.751397538198756e-11,1.7544793194389958e-09,0.2568,0.6218,0.143,0.386
MALAT1,ENSG00000251562,-0.1782,8.271865924064116e-11,1.864072242010589e-09,2.6532,3.0021,0.932,0.994
